,Name,LineA,LineB,LineC,Concatenated
445,Desiree, Thank you!,,,
446,Phil," So, to teach him a lesson, I took his bike, and then... crazy thing... I put it down for one minute, and someone swiped it from me.",,,
447,The trader, Maybe that was your dad teaching you a lesson.,,,
448,Phil," Zinger! So, any chance I could get a break on this one?",,,
449,The trader, I can throw in a bell.,,,
450,Phil, Deal.,,,
451,The trader, For $5. ,,,
452,Phil," No, sir.",,,
453,The trader," So, you want to go for the insurance this time, or is it still for suckers?",,,
454,Phil," Got me again. Well played, milord. I will take some insurance. Thank you.",,,
455,Gloria, What's going on in there?,,,
456,Manny, That's not step 4.,,,
457,Jay, Don't worry about it.,,,
458,Manny," Well, it says right here that...",,,
459,Jay, That's worrying about it.,,,
460,Gloria, I thought you guys might need a drink.,,,
461,Jay, You have no idea.,,,
462,Gloria," Manny, mi amor, I have to go get some stuff for our trip. Ay, but have some fun with your father, okay? And I'll see you Monday.Makes me so happy to see my two boys working together.",,,
463,Manny, Jay shocked himself twice.,,,
464,Jay," Okay, Manny.",,,
465,Manny," Well, I warned him.",,,
466,Jay," Yep, he's been a big help.",,,
467,Gloria, Look at you two with your private jokes already. You're a regular Salazar and El Oso.,,,
468,Gloria," It's a very big comedy team in Colombia. El Oso is always hitting Salazar in the head with the ladder and things, and sometimes they wear dresses. They make you laugh, but they also make you think.",,,
469,Phil," ""You blew it. You made me look bad."" No, ""you made your mother and I look bad. We are a team.""Luke, you in there?",,,
470,Luke," Hey, Dad.",,,
471,Phil," Hey, buddy.That was pretty fun today, huh, gettin' a new bike?",,,
472,Luke," Yeah, it was awesome.",,,
473,Phil," So, what happened after I took off? Anything you want to share with me?",,,
474,Luke, Not really. ,,,
475,Phil," So if I went out to the garage to take a picture for the scrapbook,there'd be no surprises?",,,
476,Luke, I'm so sorry.I didn't mean it. I just made a mistake.,,,
477,Phil," Yeah, a big mistake! You're making me look really bad here.I told mom you were ready for this.",,,
478,Luke, It's just a scratch.,,,
479,Phil," That's not the point, Luke... What?",,,
480,Luke, I scratched it on my way into the driveway. I'm sorry.,,,
481,Phil, So... it's not stolen?,,,
482,Luke, No. Why?,,,
483,Phil," That's good, 'cause...There are bad people out there who would steal a bike. Thieves.You think about the scratch part.That's not good, either.Gonna fix that step. Don't scratch anything while I'm gone. Unless it itches, that's different.",,,
484,Phil," The good news is, Luke has his bike. More good news...I taught some random kid a valuable lesson by stealing his bike. Best news...Claire knows nothing.So,I figure I'll just dump the new bike where I stole the first bike.That way, random kid gets his back, and this new bike doesn't raise a lot of embarrassing questions,like why I had it or who boosted who through a bedroom window. So, everybody's happy.",,,
485,Jay," Oh, son of a...You gave me the wrong screwdriver.",,,
486,Manny, Maybe you're just using it wrong. My dad's great with tools. He can get the wheels off a car in a minute.,,,
487,Jay, Just get me to wine country. Just get me to wine...Sorry.,,,
488,Manny, I think my arm is broken.,,,
489,Jay, Relax. It's not broken.,,,
490,Manny, How do you know? You don't know anything! You have no concern for safety.,,,
491,Jay, Because it didn't hit you that hard.,,,
492,Manny, Why don't you just say it? You don't want me around.,,,
493,Jay," You know what? Right now, I don't.",,,
494,Manny," I don't want to be with you, either. I'm gonna go wait for my dad.",,,
495,Jay," But if you leave,how will I ever finish? ",,,
496,Manny, You know what? I wish you never married my mom.I hate living here.,,,
497,Jay, You think I like this arrangement? I got a two-seater parked in the driveway.,,,
498,Claire, I don't understand.Why do you sneak around and hide things from me? I actually think it's funny.,,,
499,Phil, You do?,,,
500,Claire," I do, yes.I mean, you steal a bike from some poor kid and then the bike gets stolen from you.That's hilarious.",,,
501,Phil," Classic me, right?",,,
502,Claire," So, where were you when it got stolen?",,,
503,Phil, I was getting some gas.,,,
504,Claire, You don't stand near the car when you get gas?,,,
505,Phil," I went inside to get a soda because I was thirsty, and if I had a soda I wouldn't be thirsty anymore, so I bought one, and then I drank it there, which is why I don't have the can.",,,
506,Claire," Honey, please, let's try to remember that I'm your wife, not your mom,so in the future, you don't need to hide things from me, okay?",,,
507,Phil," You get back here, you!",,,
508,Claire," What are you doing, Phil?",,,
509,Phil, I just love you so darn much!,,,
510,Claire," I love you, too, but that hurts.",,,
511,Phil, Let's get you inside. It is a hot one.,,,
512,Claire, I know. That's hurting a lot.,,,
513,Desiree," Hi, again. I found your bike.",,,
514,Phil," Oh, good! You...At the gas station?",,,
515,Desiree," No, at my house. My neighbor put it in my garage when you were in my bedroom, so...",,,
516,Phil, Classic me?,,,
517,Mitchell," Come on, honey, grab the block. See, like he did. You got to do that. You got to grab it like him.",,,
518,Cam, You seen any movies lately?,,,
519,Tyler's mother," You know, my husband and I just rented ""Mamma Mia,"",which I liked, but... I don't know that Meryl Streep was the right choice. What did you think? ",,,
520,Cam," Excuse me... Meryl Streep could play Batman and be the right choice.She's perfection,whether she's divorcing Kramer, whether she's wearing Prada. Don't even get me started on ""Sophie's Choice.""I get emotional thinking about it. She couldn't forgive herself.",,,
521,Cam, I guess she was okay.,,,
522,Tyler's mother, Really? Ugh.,,,
523,Mitchell," Grab the block, sweetheart.You're not even interested in it.",,,
524,The teacher," Is Henry stacking? Good job, Henry! Good job!",,,
525,Mitchell," Q, R, S,T, U, V, W, X, Y, and Z Not so high!",,,
526,The teacher, That is a big moment for her. Would you like a videotape?,,,
527,Mitchell," I don't know if I can actually get her to do it again, so...",,,
528,The teacher," Well, we tape all of our classes. We don't like parents bringing cameras. It takes them out of the moment. I'll get you a copy after class.",,,
529,Mitchell," That's super. Thank you.Cam, let's go.I don't know what's happened to me, but I just stole a baby's intellectual property.",,,
530,Cam, What? You'll see it tonight on the news. Go.,,,
531,The teacher, Look who's here.Anton and Scott!,,,
532,A gay parent, Sorry we're late! Don't look at me. The eye candy here can't leave the house without spending 20 minutes in front of the mirror.,,,
533,Cam, Are you kidding me?,,,
534,Mitchell, I am so sorry.,,,
535,Cam," Look at those queens.I would have killed with this crowd, but you had to clip my wings, which you used to be the wind beneath.",,,
536,Mitchell, I know. Sorry. This class has turned me into a complete monster.I'll make it up to you. Let's just go.,,,
537,The teacher, It's time for parents dance! Everybody dance for your baby!,,,
538,Mitchell," You want to do it, don't you?",,,
539,Cam, I do.I want to dance for my baby. ,,,
540,Mitchell," Go on, get in there.",,,
541,Cam, You sure? Make that horsey move.Go ahead.I think I hurt myself.,,,
542,Jay," Hello. Hey, Javier. Manny's waiting for you outside. What? Why not? Hold that thought.",,,
543,Jay," His son's sitting on a curb, waiting to go to Disneyland,and Superman can't drag himself away from a craps table.And I'm the jerk.",,,
544,Jay," Say, listen... I, uh...Sorry, but I got some bad news.",,,
545,Manny, What?,,,
546,Jay, Your dad couldn't make it.,,,
547,Manny, Why not?,,,
548,Jay," The plane was full,and this old lady needed to get home,so he gave up his seat.",,,
549,Manny," You're making that up, aren't you? He just didn't want to come.",,,
550,Jay," Are you kidding me? He was very upset.He was dying to see you.In fact, look what he sent.",,,
551,Manny, A limo?,,,
552,Jay, He wanted me and your mom to take you to Disneyland.,,,
553,Manny, I told you he was an awesome dad.,,,
554,Jay," Yeah, he's a prince.",,,
555,Jay, The key to being a good dad? Sometimes things work out just the way you want.,,,
556,Luke, Race you to the end.,,,
557,Phil, That is not a good idea... for you.,,,
558,Jay, Sometimes they don't. You got to hang in there...Because when all is said and done...90% of being a dad...Just showing up.,,,
559,A boy, That's my bike!,,,
560,Phil," I don't, uh... I was giving it back!",,,
561,Cam," She couldn't forgive herself. She had to choose. And I think because now I have... We have... we have... We have Lily,it's so hard to imagine being put in that position.If I had to choose Lily or Mitchell, I mean, I would choose Li...I don't know! I just... I don't know! I don't know!  Modern Family",,,
562,Claire ," Hey, I though you were gonna take out the garbage.",,,
563,Phil , I am.,,,
564,Claire , Phil.,,,
565,Phil ," Yes, getting it. I was... I was gonna get it.",,,
566,Claire , Dylan.,,,
567,Dylan ," Hey, mrs. Dunphy. Um, I'm just waiting for haley.",,,
568,Claire , Did you ring the bell?,,,
569,Dylan , I texted. She said she'd be down in just a minute.,,,
570,Claire ," Oh, great. Tell her I said hi.",,,
571,Dylan , I will.,,,
572,Phil ," Dylan! D-money! Chillin' with dylan the villain.""d"" to the ""y""",,,
573,to the -Dylan ," Hey, mr. Dunphy.",,,
574,Phil ," Hey, come on in. You're just in time to catch the end of the game.",,,
575,Dylan ," Oh, I'm not really a baseball guy. Haley says hi.",,,
576,Claire , I-I was just being facetious.,,,
577,Phil ," Come on. I'll catch you up. Sit it. Park it. Come on, I don't bite. kidding. I'm kidding. Okay, see that guy? He's the tying run. Interesting story about him. He's been stuck on second base forever, And I'm pretty sure he's gonna try and steal third, which is just a terrible, terrible idea. How are you and Haley doing?",,,
578,Manny , I wish I could stay home with you and fly toy airplanes.,,,
579,Jay ," These aren't toy airplanes, Manny. These are models, and they're very complicated. You want to fly one of these, you got to be familiar with airfoil, drag, lift, and thrust, And these are all principles of aerodynamics.",,,
580,Manny ," The box says, ""12 and up.""",,,
581,Jay , What?!,,,
582,Gloria , You can fly toy planes with J ay next time. Today you have to spend time with Luke.,,,
583,Manny , Why? ,,,
584,Gloria ," Because his mother invited you, so you go. Family needs to be close, right, Jay?",,,
585,Jay , I'm pretty sure this is a typo.,,,
586,Gloria ," Men need their hobbies. Manny's father had many hobbies, like hiking in the desert, That kind of skiing that they drop you from the... How do you say in English? The...",,,
587,Jay , Helicopter.,,,
588,Gloria ," Yes. Once, on a dare, he even boxed with an alligator.",,,
589,Jay , Wrestle. You wrestle... you can't box with alligators.,,,
590,Gloria ," Are you sure? How would they get the gloves on those lile claws? Aren't they like tiny, little hands?",,,
591,Jay ," No! Okay, now I forgot what we were talking about.",,,
592,Gloria ," Anyways, hobbies are important for the men, Whether you're risking your life or flying little planes from a safe distance.",,,
593,Mitchell ," Wait, wait, wait, wait, what are you doing?",,,
594,Cameron , We're just gonna buy some diapers. It'll just take a second.,,,
595,Mitchell , This is Costco.,,,
596,Cameron ," Yeah, which is where we buy diapers.",,,
597,Mitchell , Since when?,,,
598,Cameron , Do you remember when we adopted that baby a few months back? Since then.,,,
599,Cameron , Mitchell is a snob.,,,
600,Mitchell ," No, n-no, I'm... I'm discerning.",,,
601,Cameron ," Official slogan for snobs. When we first met, he wouldn't even look at me because I was a hick from the farm in missouri and he's a big city mouse.",,,
602,Mitchell ," Who says ""city mouse""?",,,
603,Cameron , Country mice.,,,
604,Dylan , I think I'm gonna go wait in the car.,,,
605,Phil ," Okay. Hey, if you're on your way out, can you grab the garbage? ",,,
606,Claire , I got it.,,,
607,Phil ," Okay, we got it. He's a little jumpy.",,,
608,Claire ," Oh, go figure a teenage boy doesn't want to hang out With his girlfriend's dad.",,,
609,Phil , I thought we were past all that. I'm all about... I'm all about taking it to the next level.,,,
610,Claire , Really? I thought you were all about keeping it real.,,,
611,Phil ," Yes, but the whole point of keeping it real is so you can take it to the next level. Did you really not know that?",,,
612,Claire , You haven't exactly taken it to the next level with my dad.,,,
613,Phil , What are you talking about?,,,
614,Claire ," We've been married for 16 years, and you still walk on eggshells around him.",,,
